rubro,codigo,descripcion
almacen,7894382,Té Tilo la virginia
Generico,7894385,Sucaryl  líquido 180 ml
snack,7894386,fajitas sabor queso tia maruca
galletitas,7894387,galletitas tia maruca naranjitas
almacen,7894396,Cafe La virginia molido 250 g
almacen,7894404,Rollos de cocina cartabella
almacen,7894407,bombilla mensú colores
almacen,7894410,bimbo pan  integral
almacen,7894414,Mate cocido litoral
perfumeria,7894416,Esencial limpiador
almacen,7894423,galletitas tia maruca cookies con chips de chocolate
articulos de limpieza,7894440,Detergente CIF naranja 300cc
almacen,7894444,sopa cuick choclo
Generico,7894459,Exquisita sabor coco
almacen,7894482,Caldos Knorr panceta y cebolla x4
almacen,7894498,La virginia Té manzanilla
lacteos,7894506,Sopa Quick  crema espárrago con panceta y queso
lacteos,7894512,Esencia vainilla 100 cm3
Generico,7894531,Poxiran
Cigarrillos,7894532,La Huerta Jardinera
almacen,7894533,La Virginia instantáneo 100 g
perfumeria,7894534,Ala Ultra limón 300ML
almacen,7894547,Sal Gruesa Celusal 1k
aderezos,7894556,Caldo para saborizar finas hierbas
snack,7894561,Capuccino tradicional 125g
Generico,7894565,Promo salchicha con pure
alfajores,7894583,aguila biscochuelo vainilla
alfajores,7894584,aguila biscochuelo chocolate
perfumeria,7894597,Cartas habana
almacen,7894611,Jugo de Limón dos anclas
snack,7894612,Maní king con chocolate blanco
almacen,7894613,fideos knorr moños x 500grs
almacen,7894614,Don Felipe Tirabuzon 500g
encendedores,7894633,Magiclick
almacen,7894649,fideos mostacholes terrabusi x 500 grs
almacen,7894651,Té boldo la virginia
jugos en sobres,7894653,Tang naranja mango
almacen,7894662,choclo bahia
almacen,7894665,Edulcorante Tuy liquido200cc
articulos de limpieza,7894666,alcohol en gel 250ml
almacen,7894682,Arvejas La Huerta 340g
almacen,7894687,Fideos mostachol cica 500g
almacen,7894688,fideos turabuson la salteña x 500 grs
almacen,7894690,Veneciana Cormillot pan integral
almacen,7894692,Budín Veneciana marmolado
galletitas,7894693,Budín Veneciana chips de chocolates
Cigarrillos,7894694,Budín Veneciana con fruta
Cigarrillos,7894695,Budín Veneciana vainilla cormillot
lacteos,7894696,Budín Veneciana vainilla
chocolates,7894697,Budín Veneciana chocolate con chips
pilas,7894699,Duracell AAA por 2
almacen,7894707,Arroz La Egipciana
Generico,7894712,Vela golondrina
almacen,7894716,mermelada arcor light ciruela 390g
almacen,7894717,mermelada arcor light durazno
almacen,7894727,pan panchos veneziana
almacen,7894728,pan de hamburguesas veneziana
articulos de limpieza,7894738,Esponja amarilla virulana
articulos de limpieza,7894739,Paño multiuso amarillo cif
almacen,7894743,tirabuson tricolor
aderezos,7894744,caldo para saborizar sabor carne
aderezos,7894745,caldo para saborizar sabor verdura
almacen,7894746,caldo para saborizar de gallina
almacen,7894754,Choclo amarillo cremoso Noel
almacen,7894762,Duraznos La Huerta 820g
caramelos,7894769,Gelatina BC  Frutilla
almacen,7894795,Pan lactal multicereal la veneciana
almacen,7894798,pan rayado luchetti
almacen,7894805,hamburguesas paladini x 2 160g
almacen,7894811,pan dulce marmolado fantoche
alfajores,7894812,pan dulce con chips de chocolate balcarce
cervezas,7894820,tomate perita en lata campgnola 400g
galletitas,7894824,mini grisines paseo 180g
almacen,7894835,Pure de tomate cica 520g
almacen,7894839,te verde la virginia
almacen,7894840,budin fantasio marmolado
almacen,7894846,sal fina celusal 500g
Krachitos,7894852,medallon relleno sadinesa 100g
casita dulce,7894853,medallones soja de pollo  Granja del sol  330g
almacen,7894861,Pan lactal liviano Veneziana
articulos de limpieza,7894865,Cif Crema multiuso limon 750g
articulos de limpieza,7894866,Cif detergente desengrasante limon 300ml
galletitas,7894912,SALVADO FARGO 350G
almacen,7894913,pan lactal para panchos 210g
lacteos,7894918,Hmburguesas de cerdo paladini x 2
vinos,7894919,vino tinto pecado malbec
almacen,7894922,pan de hamburguesa lactal 210 grs
almacen,7894929,arroz mocovi doble carolina  x 500 grs
perfumeria,7894936,escarbadientes el coloso
Generico,7894941,pan para pancho 969 320g
almacen,7894945,pipas peladas
Generico,7894947,Nesquik 180g
almacen,7894974,AJI Triturado Alicante 25g
almacen,7894975,Pimenton Dulce Alicante 25g
almacen,7894985,Lupinos en salmuera Barbera
almacen,7894986,Duraznos Al Natural La Abadía
Generico,7894987,Tomate Triturado
Generico,7894988,Zanoni rocio vegetal girasol
caramelos,7895001,Maizena 215 g
Generico,7895004,Poxi Pol 10min 21g
almacen,7895005,Caldo Maggi verdura
almacen,7895006,Caldo Maggi Gallina
galletitas,7895007,Nesquik frutilla y durazno 200ml
almacen,7895018,Arroz Knorr 500g
lacteos,7895019,Leche condensada Nestle
cervezas,7895039,Artesanal Pampa cerveza amber 473ml
lacteos,7895046,Queso Rallado Tregar 40G
lacteos,7895047,dulce de leche Tonadita 250g
almacen,7895077,Budin Don Satur dulce de leche 250g
almacen,7895078,Budin Don Satur Chips de Chocolate
congelados,7895080,Paty Light x 4
congelados,7895081,Paty hamburguesa de cancha x2  250g
articulos de limpieza,7895095,DETERGENTE CIF GEL 500 ML
almacen,7895097,BUDIN LA CUMBRE  naranja
almacen,7895098,BUDIN LA CUMBRE LIGHT MARMOLADO
almacen,7895099,BUDIN LA CUMBRE vainilla CHIPS
almacen,7895101,Pan Integral Bimbo
aderezos,7895120,Oregano Alicante 25g
almacen,7895122,Lentejas Inalpa lata
almacen,7895123,Aceite mocovi 900cc
almacen,7895124,Arbejas Cumana 350g
almacen,7895130,Atun al natural Cumana
almacen,7895131,Atun en aceite Cumana
almacen,7895139,Maiz pisingallo la egipciana
almacen,7895141,Harina Favorita 0000
almacen,7895142,Aceitunas Barbera con caraozos 130 g
Generico,7895146,EliteX6
almacen,7895147,Empanadas Congeladas El Noble JyQ
almacen,7895155,Lucchetti Mostachol 500g
almacen,7895156,Lucchetti Tirabuzon 500g
almacen,7895157,Lucchetti Tallarin 500g
almacen,7895158,Terrabusi Tirabuzon fusilli 500g
almacen,7895159,Terrabusi Ave Maria 500g
yerba,7895160,Don Felipe Mostacholes Rayados 500g
almacen,7895161,Don Felipe Spaghetti 500g
almacen,7895162,Matarazzo Municiones 500g
almacen,7895163,Matarazzo Codito 500g
almacen,7895164,Matarazzo Mostachol 500g
almacen,7895165,Matarazzo Tirabuzon 500g
almacen,7895166,Matarazzo Spaghetti Morron 500g
almacen,7895171,nescafe dolca caffe latte  125g
almacen,7895172,Nescafe dolca cortado  125g
almacen,7895181,Barbera aceto balsamico 500cc
Generico,7895188,Baraja Escolazo
Generico,7895189,Voligoma 30ml
congelados,7895200,Salchichas Paty Viena clasica x 6
almacen,7895234,Sopa Knorr Vegetales con Fideos 107.5
almacen,7895235,Sopa Knorr Verduras 56g
pilas,7895250,Loctite Pegamento smil gotita
almacen,7895255,Celusal Salero 250g
aderezos,7895260,Provenzal Alicante 25g
yerba,7895282,Don Felipe Fettuccine 500g
almacen,7895283,Matarazzo Foratini 500g
yerba,7895296,Cafe 3 coracoes tradicional 500g
preservativos,7895297,Feijao super caldo 1kg
snack,7895299,Nissin Lamen sabor Carne 80g
lays,7895300,Nissin Lamen gallina 80g
galletitas,7895301,Massa para Tapioca Kinino 400g
yerba,7895302,Yoki Farofa tradicional 500g
galletitas,7895306,jardinera Inalpa 300g
almacen,7895335,Mermelada Ciruela de la Huerta
almacen,7895336,Mermelada ciruela Emerth
almacen,7895337,Mermelada Durazno  Emeth
barras cereales,7898285,snack de arroz horneado don marcos sabor mediterraneo
almacen,7898302,Picadillo de carne Paladini
levite,7898305,Linares Limon 1.5 L
coca cola,7898306,Linares Serrano 1.5 L
almacen,7898308,Pickles Barbera 330g
almacen,7898309,Aceitunas descarozadas 130 g
almacen,7898310,Atun Bahia al natural
chocolates,7898315,Perejil  la canasta  20g
casita dulce,9540368,Maiz Pisingallo 400g
almacen,9540389,Pan Dulce Con Frutas Fantoche 400G
alfajores,9540390,Pan Dulce Con Pepas de Chocolate Fantoche 400G
articulos de limpieza,9540392,Leche En Polvo Nido Fortigrow 400G
galletitas,9540394,Magdalenas Marmoladas Don Satur 200g
pepsi,9540405,Aceto cocinero di modena 500cc
almacen,9540407,Vinagre de alcohol San Bernardino
Generico,9540421,Pan Dulce Marily con Frutas 400g
almacen,9540422,Pan Dulce Fantoche Sin Frutas 400g
almacen,9540424,Pan Para Hamburguesas Bimbo
almacen,9540437,Atun Lomitos Al natural 170g
almacen,9540438,Atun Lomitos En Aceite 170g
jugos,9540443,Jugo en polvo Ser 1lt Pomelo Rosado
almacen,9540450,Anana Rodajas 850g
almacen,9540452,Salsa Lista Pomarola Knorr 340g
almacen,9540453,Salsa Lista Pizza Knorr 340g
almacen,9540454,Salsa Lista Portuguesa arcor
almacen,9540456,Aceitunas Don Eduardo
vinos,9540457,Berenjenas Don Eduardo
Generico,9540458,Antipasto Don Eduardo
lacteos,9540466,Dulce de leche Baggio Latte 400g
almacen,9540482,Caballa Al Natural  bahia 380g
perfumeria,9540485,Raid espirales x12 cajita
aderezos,9540489,Alicante sabor en polvo gallina
perfumeria,9540500,lampara led candela 9W
almacen,9540514,Aceite cocinero 900ml
almacen,9540525,Sopa Familiar Pollos con fideo KNORR
almacen,9540527,Caldo Knorr Verdura
almacen,9540528,CALDO GALLINA Knorr tableta
almacen,9540535,Tomates Peritas Arcor 400g
Cigarrillos,9540537,Filtro Gizeh Mentolado
almacen,9540539,Capuccino Light Sobre la virginia
almacen,9540556,Rinde Mas Knorr 3 en 1  70g
almacen,9540557,Azucar Lusegles tipo A 1kg
almacen,9540560,Budin La cumbre Manteca 250g
almacen,9540561,Budin vainilla y caramelo la cumbre 250g
almacen,9540571,Nescafe tradicion cafe 100% puro
jugos en sobres,9540577,equal sweet stevia
Generico,9540596,budin artesanal con chips
almacen,9540597,budin artesanal marmolado
Cigarrillos,9540598,budin artesanal vainilla
almacen,9540602,Mermelada arcor Durazno 454g
almacen,9540605,ATUN al NATURAL puglisi 170g
almacen,9540606,CABALLA en ACEITE puglisi  380g
almacen,9540608,Lucchetti ave maria  500g
almacen,9540609,terrabusi dedalitos  500g
Generico,9540611,Budin valenciano con chips 170g
almacen,9540622,nuez moscada molida  La canasta 25g
almacen,9540623,pimenta blanca molida  La canasta 25g
almacen,9540624,aji molido  La canasta 25g
infuciones,9540625,Oregano   La canasta especies naturales 25g
alfajores,9540626,Albahaca   La canasta  20g
almacen,9540627,condimento para arroz  La canasta
almacen,9540628,condimento para pizza  La canasta 25g
Generico,9540629,especies surtidas  La canasta 25g
almacen,9540630,pimenton estra  La canasta 25g
almacen,9540631,pimenta negra molida Alicante 25g
almacen,9540632,pimenta negra en grano La canasta 20g
almacen,9540633,pimenta blanca en granos La canasta 20g
Golosinas,9540634,provenzal (ajo y perijil) La canasta 25g
alfajores,9540635,Romero  La canasta 20g
chocolates,9540636,Tomillo   La canasta 20g
almacen,9540648,ZANONI aceite girasol 900ml
almacen,9540649,vinagre de manzana barbera 500cc
almacen,9540651,budin valenciano con frutas170g
articulos de limpieza,9540665, el coloso esponja lavar
galletitas,9540667,Aceituna Marvavic 200g
galletitas,9540669,Rocio Vegetal pureza 150g
caramelos,9540672,bull dog crazy  40g
almacen,9540677,Harina Molinos Venado tuerto 000 1kg
terrabusi,9540680,BISCUITS capri 105g
Generico,9540681,biscochitos DADITOS cebolla.
galletitas,9540682,GALLETAS DE ARROZ INTEGRAL
galletitas,9540683,Torta De Arroz RICEDIEX 100g
almacen,9540685,terrabusi coditos 500g
Krachitos,9540689,Turron de Mani pailas 80g
yerba,9540692,yerba la cumbrecita 500g
galletitas,9540694,Magdalenas con Chips Gaona 200g
galletitas,9540695,Magdalenas Gaona chocolate c/ d.d.l
galletitas,9540696,Magdalenas gaona coco con d.d.l 215g
galletitas,9540697,Magdalenas Naranja con Chips 200g gaona
galletitas,9540711,Pepas trio con chips
perfumeria,9540722,lampara led candela 15W
yerba,9540723,Matecocido taragui
almacen,9540759,la campagnola choclo cremoso 300g
almacen,9540760,la campagnola arvejas 300g
alfajores,9540763,dulce de leche rosquinense clasico 200g
galletitas,9540767,Magdalenas gaona sabor vainilla 200g
aderezos,9540768,hellmanns salsa aji picante 240g
bebidas alcoholicas,9540780,Garrapiñada LA CHYRU
almacen,9540784,Harina leudante BlancaFlor
lacteos,9540785,Queso Neuchatel light
lacteos,9540801,dulce de leche tregar clasico 400g
almacen,9540804,Clight naranja dulce
almacen,9540836,barbera aceitunas verdes descarozadas
chocolates,9540839,nucrem georgalos 25g
Generico,9540841,pipas semillas de girasol 150gr
infuciones,9540845,te la virginia hierbas naturales x25 saquitos  35g
alfajores,9540849,la canasta comino 25g
alfajores,9540850,La canasta chimichurri 25g
aderezos,9540853,sabor en polvo alicante verdura
aderezos,9540854,sabor en polvo alicante crema y verdeo
aderezos,9540855,sabor en polvo alicante carne
almacen,9540856,Cafe Instantaneo la virginia 100 grs
almacen,9540859,aceitunas marvavic rodajas
galletitas,9540860,aceitunas marvavic rellenas 200g
galletitas,9540861,aceitunas marvavic descarozadas 200g
jugos,9540866,Ser jugo sobre limon dulce
almacen,9540867,mate cocido amanda  x25 saquitos
almacen,9540869,Salsa Cesar dos anclas 350g
almacen,9540870,Harina barbara 000 1 kilo
galletitas,9540873,mana sabor chocolate 145g
Generico,9540883,Nestum kids banana 180 ml
almacen,9540886,azucar comun tipo A mat dulc 1kg
lacteos,9540887,Dulce de Leche Tonadita
caramelos,9540888,Mermelada BC ciruela 39 grs
almacen,9540889,Mermelada arcor light frutilla 390 grs
galletitas,9540891,Pipas Peladas 180 grs
galletitas,9540892,Pipas gigantes 180 grs
almacen,9540905,mate cocido La Hoja  x25 saq
almacen,9540907,HANKS sabor cookies & cream 178g
almacen,9540908,La salteña tapas para tarta  400g
galletitas,9540911,tostada de arroz leiva 150g
barras cereales,9540912,tostada de arroz leiva sin sal 150g
almacen,9540922,Atun desmenuzado al natural NOEL
almacen,9540923,Atun desmenuzado en aceite y agua NOEL
alfajores,9540927,dulce de leche san ignacio tradicional 200g
almacen,9540933,aceite alsamar girasol 900ml
Golosinas,9540945,HANKS sabor frutilla
Cigarrillos,9540946,HANKS sabor vainilla
Golosinas,9540947,HANKS sabor chocolate
infuciones,9540951,Te La Virginia 25 saquitos
lacteos,9540958,leche larga vida milkaut descremada 1L
lacteos,9540959,leche larga vida milkaut entera 1L
almacen,9540965,cafe saquito la virginia puro aroma 7gr
Generico,9540969,sucaryl  x50sobres
almacen,9540971,pate de foie paladini
Generico,9540974,Maruchan Instant Lunch Pollo
Generico,9540975,Maruchan Instant Lunch Carne
Generico,9540976,Maruchan Instant Lunch Pollo Picante
almacen,9540981,lucchetti moños 500g
almacen,9540982,harina morixe 0000 1kg
almacen,9540989,papel higienico campanita x4
caramelos,9540990,HANKS sabor peanut
lays,9540991,HANKS sabor cheddar
galletitas,9540993,Gaona crunchips colores
galletitas,9540994,Gaona crunchips dark
almacen,9540999,la campagnola mermelada durazno
Generico,9541000,BC mermelada durazno
almacen,9541001,Pipas peladas natural 180grs
almacen,9541003,la virginia pack ahorro cafe instantaneo repuesto 100g
snack,9541006,papas Tryms con cebolla morada 60g
Generico,9541007,papas Tryms con pimento morron 60g
snack,9541008,papas Tryms clasicas 60g
casita dulce,9541009,papas Tryms con finas hierbas 60g
snack,9541010,papas Tryms con pimienta y sal marina 60g
lacteos,9541017,Maruchan Instant Luch Queso
lays,9541020,snack de maiz maixanas maiz & chia 98g
almacen,9541026,arroz Dos hermanos largo fino 500g
almacen,9541027,La virginia cappuccino tradicional 125g
aderezos,9541035,hellmanns barbacoa 250g
almacen,9541036,caldo knorr verdura x6 cubos 57g
almacen,9541037,salsa lista cica portuguesa 340g
galletitas,9541042,magdalenas POZO clasicas 200g
galletitas,9541044,POZO vainillas 296g
almacen,9541045,Tryms batatas clasicas sin tacc 65g
Generico,9541046,Tryms papas con cascara 60g
galletitas,9541057,budin lheritier vainilla 200g
almacen,9541058,budin lheritier con frutas
galletitas,9541059,budin lheritier con pepas de choco 200g
snack,9541060,tryms papas con cascara chorri con chimi 60g
snack,9541061,tryms nachos sabor jalapeño y lima 75g
lays,9541064,crowie snacks queso 50g
almacen,9541065,crowie snacks pizza
lays,9541066,crowie snacks jamon serrano 50g
almacen,9541067,pasta de mani NUTZ 380g
Krachitos,9541072,maruchan ramen sabor carne de res
galletitas,9541073,aceitunas negras marvavic 200g
almacen,9541075,bimbo pan pancho artesano x6
almacen,9541077,vinagre de alcohol zanoni 500ml
Cigarrillos,9541078,rollo sussex clasico x3
perfumeria,9541082,tryms papas con cascara jalapeño ahumado
snack,9541108,quento papas clasicas
snack,9541130,mini arrocitas finas hierbas 53gr
snack,9541131,mini arrocitas queso romano 53gr
Krachitos,9541149,yummy moritas 30g
cereales,9541152,crowie barra cereal cacao sin gluten
galletitas,9541153,crowie original sin gluten 25g
articulos de limpieza,9541158,fuyi tabletas x4 unidades
barras cereales,9541164,granix cereal mix 160g
galletitas,9541165,mini 9 de oro clasica 100g
almacen,9541168,cica salsa lista filetto 340g
almacen,9541169,cica salsa lista pamarola 340g
Cigarrillos,9541175,tabaco las hojas premium uva 30g
almacen,9541178,marvavic aceitunas verdes en salmuera 300g
almacen,9541179,marvavic aceitunas descarozadas 300g
galletitas,9541180,marvavic aceitunas rellenas 300g
almacen,9541181,marvavic aceitunas negras 300g
almacen,9541182,marvavic aceitunas verdes en rodajas 300g
aderezos,9541186,Tau mayonesa con chimichurri 300g
almacen,9541187,lucchetti penne rigate
aderezos,9541189,alicante sabor en polvo 4 quesos
Krachitos,9541192,multimint billiken strong
alfajores,9541193,torta smack dulce de leche 70g
cervezas,9541194,PROMO 1 SALTA ROJA + 1 QUENTO SABORES
bebidas alcoholicas,9541211,azucar impalpable neva sweet 250g
Krachitos,9541250,mogul extreme tubitos 15g
perfumeria,9541254,oral b kids para niños 50g
alfajores,9541275,dulce de leche san ignacio tradicional 410g
alfajores,9541276,dulce de leche san ignacio tradicional 400g
almacen,9541280,harina morixe para pizza con levadura 1kg
chocolates,9541289,caja bombom milka oreo 247g
articulos de limpieza,9541301,esponja mortimer cuadriculada abrasiva
snack,9541302,algodon doncella 70grs
Krachitos,9541303,mogul extreme tubitos frutilla 20g
Krachitos,9541304,mogul extreme tubitos tutti frutti 20g
galletitas,9541334,granola con almendras 250g
barras cereales,9541335,granola crocante 250g
preservativos,9541349,TULIPAN doble placer
snack,9541351,palitos air3full costillar
snack,9541352,palitos air3full queso
almacen,9541354,inalpa arvejas lata 300g
lacteos,9541359,chocolatada dolca 185ml
almacen,9541369,pan rallado Morixe 500g
galletitas,9541375,pepas integrales de batata 260g
articulos de limpieza,9541382,selton mata mosca y mosquito azul
barras cereales,9541395,barra de cereal integra con mani 41g
galletitas,9541416,gaona bizcochitos con grasa 180g
barras cereales,9541417,Gaona masitas azucaradas sabor limon 220g
galletitas,9541418,Gaona bizcochitos dulces 180g
Generico,9541419,Gaona sabores de la vida avena y chips 186g
Generico,9541420,Gaona sabores de la vida avena y coco 186g
almacen,9541431,condimentos alicante especies surtidas 25g
almacen,9541432,condimentos alicante chimichurri 25g
almacen,9541433,condimentos alicante perejil 25g
galletitas,9541434,galleta traviata kesita queso 96g
galletitas,9541435,galleta traviata rex original 96g
Krachitos,9541445,gomitas flynn paff 30g
galletitas,9541447,pepas integrales membrillo 260g
